tag,version,custom,abstract,datatype,iord,crdr,tlabel,doc
StockIssuedDuringPeriodValueStockOptionsExercised,0001193125-18-099445,1,0,monetary,D,C,"Stock Issued During Period, Value, Stock Options Exercised",Value of stock issued as a result of the exercise of stock options.
StockOptionPlanMember,0001193125-18-099445,1,1,member,,,Stock Option Plan [member],Stock option plan.
UfpInvestmentsMember,0001193125-18-099445,1,1,member,,,UFP Investments LLC [Member],"UFP Investments, a cash generating unit."
UnsecuredRevolvingCreditFacilityMember,0001193125-18-099445,1,1,member,,,Unsecured revolving credit facility [Member],This member stands for Unsecured revolving credit facility.
UnusedTaxExpiry2030Member,0001193125-18-099445,1,1,member,,,Unused tax expiry 2030 [Member],Unused tax expiry 2030.
UnusedTaxExpiry2031Member,0001193125-18-099445,1,1,member,,,Unused tax expiry 2031 [Member],Unused tax expiry 2031
UnusedTaxExpiry2032Member,0001193125-18-099445,1,1,member,,,Unused tax expiry 2032 [Member],Unused tax expiry 2032.
UnusedTaxExpiry2033Member,0001193125-18-099445,1,1,member,,,Unused tax expiry 2033 [Member],Unused tax expiry 2033.
UnusedTaxExpiry2034Member,0001193125-18-099445,1,1,member,,,Unused tax expiry 2034 [Member],Unused tax expiry 2034.
UnusedTaxExpiry2035Member,0001193125-18-099445,1,1,member,,,Unused tax expiry 2035 [Member],Unused tax expiry 2035.
UnusedTaxExpiry2036Member,0001193125-18-099445,1,1,member,,,Unused tax expiry 2036 [Member],Unused tax expiry 2036.
Unusedtaxexpiry2038Member,0001193125-18-099445,1,1,member,,,Unused tax expiry 2038 [Member],Unused tax expiry 2038.
Unusedtaxexpiry2039Member,0001193125-18-099445,1,1,member,,,Unused tax expiry 2039 [Member],Unused tax expiry 2039.
Unusedtaxexpiry203Member,0001193125-18-099445,1,1,member,,,Unused tax expiry 2037 [Member],Unused tax expiry 2037.
Unusedtaxexpiry2040Member,0001193125-18-099445,1,1,member,,,Unused tax expiry 2040 [Member],Unused tax expiry 2040.
UnusedTaxExpiryNoExpiryMember,0001193125-18-099445,1,1,member,,,Unused tax expiry No expiry [Member],Unused tax expiry No expiry.
Unusedtaxlosses,0001193125-18-099445,1,0,monetary,I,D,Unused Tax Losses,Tax losses that have been incurred and are carried forward for use against future taxable profit.
UraniumContractsMember,0001193125-18-099445,1,1,member,,,Uranium contracts [Member],This member stands for Uranium contracts.
UraniumMember,0001193125-18-099445,1,1,member,,,Uranium [Member],Uranium operating segment.
UsOperationsMember,0001193125-18-099445,1,1,member,,,US operations [Member],"US operations, an operating segment of the entity."
WeightedAverageLengthOfTimeOfDefinedBenefitObligation,0001193125-18-099445,1,0,duration,D,,Weighted Average Length Of Time Of Defined Benefit Obligation,"The length of time during which the defined and other benefit plans are active, in PnYnMn format."
AccountsPayableAndAccruedLiabilitiesMember,0001193125-19-092356,1,1,member,,,Accounts Payable and Accrued Liabilities [Member],"This member stands for, Accounts payable and accrued liabilities."
ActuarialAssumptionOfDecliningMedicalCostTrendRate,0001193125-19-092356,1,0,percent,I,,Cost trend rate declines to,Declining cost rate related to medical costs used as significant actuarial assumption to determine the present value of a defined benefit obligation.
ActuarialAssumptionOfDentalCostTrendRates,0001193125-19-092356,1,0,percent,I,,Dental care cost trend rate,Dental cost trend rate used as significant actuarial assumption to determine the present value of a defined benefit obligation.
ActuarialAssumptionOfDiscountRatesPriorYearObligations,0001193125-19-092356,1,0,percent,I,,Discount rate - expense prior year obligations,The discount rate used as the significant actuarial assumption to determine the present value of a defined benefit expense.
ActuarialAssumptionOfYearRateReachesFinalLevel,0001193125-19-092356,1,0,gYear,D,,Year the rate reaches its final level,"The year in which the rate reaches its final level, in CCYY format."
Additionscontractliabilities,0001193125-19-092356,1,0,monetary,D,C,Additions Contract Liabilities,
AdjustmentsForDecreaseIncreaseInSuppliesAndPrepaid,0001193125-19-092356,1,0,monetary,D,D,Adjustments For Decrease Increase In Supplies And Prepaid,Adjustments for decrease (increase) in supplies and prepaid to reconcile profit (loss) to net cash flow from (used in) operating activities.
AdjustmentToShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,0001193125-19-092356,1,0,monetary,D,C,Adjustment to share of profit loss of associates and joint ventures accounted for using equity method,Adjustment to entity's proportionate share of earnings such as eliminations for unrealized profit and amortisation of historical differences in accounting policies
AdministrativeCostsPostemploymentBenefitPlan,0001193125-19-092356,1,0,monetary,D,D,Administrative costs postemployment benefit plan,The amount of administration cost related to postemployment benefit plan.
AdvancesReceivableFromInkaiMember,0001193125-19-092356,1,1,member,,,Advances receivable from Inkai [Member],"This member stands for, Net foreign currency derivatives."
AmortisationOfFinancingCosts,0001193125-19-092356,1,0,monetary,D,D,Amortization of issue costs,The amount of financing costs amortised during the period.
AmountOfPotentialTaxableIncomeConsequencesFromTaxDispute,0001193125-19-092356,1,0,monetary,D,C,Amount of potential taxable income consequences from tax dispute,The amount of potential taxable income consequences from tax dispute.
AmountsReceivableFromTaxAuthorityRelatedToTaxDisputes,0001193125-19-092356,1,0,monetary,I,D,Receivables From Taxes Other Than Income Tax,Receivables from the tax authroities related to income tax disputes.
AssumptionsDefinedBenefitObligationNetPensionOtherBenefitExpenseAbstract,0001193125-19-092356,1,1,,,,Assumptions defined benefit obligation and net pension and other benefit expense,
CamecoAustraliaPtyLtdMember,0001193125-19-092356,1,1,member,,,Cameco Australia Pty. Ltd. [member],Cameco Australia Pty. Ltd.
CamecoEuropeLtdMember,0001193125-19-092356,1,1,member,,,Cameco Europe Ltd. [member],Cameco Europe Ltd.
CamecoFuelManufacturingIncMember,0001193125-19-092356,1,1,member,,,Cameco Fuel Manufacturing Inc. [member],Cameco Fuel Manufacturing Inc.
CamecoIncMember,0001193125-19-092356,1,1,member,,,Cameco Inc. [member],Cameco Inc.
CamecoMarketingIncMember,0001193125-19-092356,1,1,member,,,Cameco Marketing Inc. [member],Cameco Marketing Inc.
CanadianEquitySecuritiesMember,0001193125-19-092356,1,1,member,,,Canadian Equity Securities [member],This member stands for Canadian equity securities.
CanadianFixedIncomeMember,0001193125-19-092356,1,1,member,,,Canadian Fixed Income [member],This member stands for Canadian fixed income.
CanadianRevenueAgencyMember,0001193125-19-092356,1,1,member,,,Canadian Revenue Agency [member],Canadian Revenue Agency entitled to levy and collect income taxes and other related charges.
CapitalExpenditures,0001193125-19-092356,1,0,monetary,D,C,Capital Expenditures,"The cash outflow for property, plant and equipment."
CareAndMaintenanceCosts,0001193125-19-092356,1,0,monetary,D,D,Care and maintenance,Costs directly expense to cost of sales that are incurred to maintain production facilities during suspension of production.
CashAndCashEquivalentsMember,0001193125-19-092356,1,1,member,,,Cash and cash equivalents [member],"This member stands for, cash and cash equivalent."
CashFlowsUsedInDecommissioningRestorationAndRehabilitationCosts,0001193125-19-092356,1,0,monetary,D,C,Reclamation payments,"The amount of payments for costs related to decommissioning, restoration and rehabilitation."
CashSettledPlanMember,0001193125-19-092356,1,1,member,,,Cash Settled Plan [Member],Cash-setteld plan.
ChangeInLongTermReceivablesInvestmentAndOther,0001193125-19-092356,1,0,monetary,D,D,Change In Long Term Receivables Investment And Other,"Decrease (increase) in long term receivables, investments classified as investing activities."
ChangeInUnrecognizedDeferredTaxAssets,0001193125-19-092356,1,0,monetary,D,D,Change in unrecognized deferred tax assets,The amount representing the difference between the tax expense (income) and the product of the accounting profit multiplied by the applicable tax rate(s) that relates to change in unrecognized deferred tax assets.
ChangesInNonCashWorkingCapital,0001193125-19-092356,1,1,,,,Changes In Non Cash Working Capital,
ChangesInOtherProvisionsExpensed,0001193125-19-092356,1,0,monetary,D,D,Changes In Other Provisions Expensed,The amount of changes that an entity recognizes through profit and loss during the year.
CigarLakeMember,0001193125-19-092356,1,1,member,,,Cigar Lake [Member],"Cigar Lake, joint operation."
ClassbsharesMember,0001193125-19-092356,1,1,member,,,Class B Shares [Member],This member represents class B shares.
ClassesOfShareHolderMemberDomain,0001193125-19-092356,1,1,member,,,Classes Of Share Holder [Member],This member stands for the the type of shareholder of the company
ClassesOfShareHoldersAxis,0001193125-19-092356,1,1,axis,,,Classes Of Share Holders [Axis],The axis of a table to define resident and non-resident shareholders of the company
ContingentPenaltiesCashTaxesTransferPricingMember,0001193125-19-092356,1,1,member,,,Contingent Penalties Cash Taxes Transfer Pricing [member],Penalties related to cash taxes and transfer pricing.
ContingentPenaltiesHalfOfCashTaxesTransferPricingMember,0001193125-19-092356,1,1,member,,,Contingent Penalties Half Of Cash Taxes Transfer Pricing [member],50% Penalties related to cash tax and transfer pricing.
ContingentPenaltiesTransferPricingMember,0001193125-19-092356,1,1,member,,,Contingent Penalties Transfer Pricing [member],Penalties in result to tranfer pricing.
CorporateCustomersMember,0001193125-19-092356,1,1,member,,,Corporate customers [Member],Corporate customers for uranic services
Costofgoodssoldexcludingdepreciationdepletionandamortization,0001193125-19-092356,1,0,monetary,D,D,Cost of goods sold excluding depreciation depletion and amortization,"The aggregate cost of goods produced and sold during the reporting period, excluding depreciation, depletion, and amortization."
CrowButteResourcesIncMember,0001193125-19-092356,1,1,member,,,"Crow Butte Resources, Inc. [member]","Crow Butte Resources, Inc."
CurrentConcentrateInventory,0001193125-19-092356,1,0,monetary,I,D,Current Concentrate Inventory,A classification of current inventory representing the amount of concentrate U3O8.
CurrentPortionOfLongtermReceivablesInvestmentsAndOtherMember,0001193125-19-092356,1,1,member,,,"Current portion of long-term receivables, investments and other [member]","This member stands for current portion of long-term receivables, investments and other classification on Financial Position."
CurrentPortionOfOtherLiabilitiesMember,0001193125-19-092356,1,1,member,,,Current portion of other liabilities [member],This member stands for current portion of other liabilities classification on financial position.
CurrentRecivablesInvestmentsAndOther,0001193125-19-092356,1,0,monetary,I,D,"Current portion of long-term receivables, investments and other","The amount of current portion of long term receivables, investments and other items."
DeferredShareUnitPlanMember,0001193125-19-092356,1,1,member,,,Deferred Share Unit Plan [member],Deferred share unit plan.
DeferredTaxAssetsDefinedBenefitPlanActuarialLossesMember,0001193125-19-092356,1,1,member,,,Defined benefit plan actuarial losses [member],Deferred tax assets attributable to defined benefit plan and acturial losses.
DeferredTaxAssetsIncomeForeignExplorationAndDevelopmentMember,0001193125-19-092356,1,1,member,,,Foreign exploration and development [member],Deferred tax assets attributable to foreign exploration and development.
DeferredTaxAssetsInventoriesMember,0001193125-19-092356,1,1,member,,,"Deferred tax assets, inventories [member]",Deferred tax assets attributable to inventories.
DeferredTaxAssetsLongTermInvestmentAndOtherMember,0001193125-19-092356,1,1,member,,,"Long-term investments and other, deferred tax assets [member]",Deferred tax assets attributable to long term investment and other.
