adsh,report,rfile,menucat,shortname,longname,roleuri,parentroleuri,parentreport,ultparentrpt
0001193125-19-092356,59,H,T,Share-based compensation plans (Tables),032401 - Disclosure - Share-based compensation plans (Tables),http://www.cameco.com/role/SharebasedCompensationPlansTables,http://www.cameco.com/role/SharebasedCompensationPlans,30.0,30.0
0001193125-19-092356,60,H,T,Pension and other post-retirement benefits (Tables),032501 - Disclosure - Pension and other post-retirement benefits (Tables),http://www.cameco.com/role/PensionAndOtherPostretirementBenefitsTables,http://www.cameco.com/role/PensionAndOtherPostretirementBenefits,31.0,31.0
0001193125-19-092356,61,H,T,Financial instruments and related risk management (Tables),032601 - Disclosure - Financial instruments and related risk management (Tables),http://www.cameco.com/role/FinancialInstrumentsAndRelatedRiskManagementTables,http://www.cameco.com/role/FinancialInstrumentsAndRelatedRiskManagement,32.0,32.0
0001193125-19-092356,62,H,T,Capital management (Tables),032701 - Disclosure - Capital management (Tables),http://www.cameco.com/role/CapitalManagementTables,http://www.cameco.com/role/CapitalManagement,33.0,33.0
0001193125-19-092356,63,H,T,Segmented information (Tables),032801 - Disclosure - Segmented information (Tables),http://www.cameco.com/role/SegmentedInformationTables,http://www.cameco.com/role/SegmentedInformation,34.0,34.0
0001193125-19-092356,64,H,T,Group entities (Tables),032901 - Disclosure - Group entities (Tables),http://www.cameco.com/role/GroupEntitiesTables,http://www.cameco.com/role/GroupEntities,35.0,35.0
0001193125-19-092356,65,H,T,Joint operations (Tables),033001 - Disclosure - Joint operations (Tables),http://www.cameco.com/role/JointOperationsTables,http://www.cameco.com/role/JointOperations,36.0,36.0
0001193125-19-092356,66,H,T,Related parties (Tables),033101 - Disclosure - Related parties (Tables),http://www.cameco.com/role/RelatedPartiesTables,http://www.cameco.com/role/RelatedParties,37.0,37.0
0001193125-19-092356,67,H,D,Accounts Receivable (Details),040601 - Disclosure - Accounts Receivable (Details),http://www.cameco.com/role/AccountsReceivableDetails,,,
0001193125-19-092356,68,H,D,Inventories (Details),040701 - Disclosure - Inventories (Details),http://www.cameco.com/role/InventoriesDetails,http://www.cameco.com/role/InventoriesTables,42.0,13.0
0001193125-19-092356,69,H,D,"Property, plant and equipment (Details)","040801 - Disclosure - Property, plant and equipment (Details)",http://www.cameco.com/role/PropertyPlantAndEquipmentDetails,http://www.cameco.com/role/PropertyPlantAndEquipmentTables,43.0,14.0
0001193125-19-092356,70,H,D,"Property, plant and equipment (Narrative) (Details)","040802 - Disclosure - Property, plant and equipment (Narrative) (Details)",http://www.cameco.com/role/PropertyPlantAndEquipmentNarrativeDetails,http://www.cameco.com/role/PropertyPlantAndEquipmentTables,43.0,14.0
0001193125-19-092356,71,H,D,Goodwill and intangible assets (Details),040901 - Disclosure - Goodwill and intangible assets (Details),http://www.cameco.com/role/GoodwillAndIntangibleAssetsDetails,http://www.cameco.com/role/GoodwillAndIntangibleAssetsTables,44.0,15.0
0001193125-19-092356,72,H,D,"Long-term receivables, investments and other (Details)","041001 - Disclosure - Long-term receivables, investments and other (Details)",http://www.cameco.com/role/LongtermReceivablesInvestmentsAndOtherDetails,http://www.cameco.com/role/LongtermReceivablesInvestmentsAndOtherTables,45.0,16.0
0001193125-19-092356,73,H,D,"Long-term receivables, investments and other","041002 - Disclosure - Long-term receivables, investments and other - Equity investments (Details)",http://www.cameco.com/role/LongtermReceivablesInvestmentsAndOtherEquityInvestmentsDetails,,,
0001193125-19-092356,74,H,D,Equity-accounted investee,041101 - Disclosure - Equity-accounted investee - Associate financial position (Details),http://www.cameco.com/role/EquityaccountedInvesteeAssociateFinancialPositionDetails,,,
0001193125-19-092356,75,H,D,Equity-accounted investee,041102 - Disclosure - Equity-accounted investee - Associate statement of earnings (Details),http://www.cameco.com/role/EquityaccountedInvesteeAssociateStatementOfEarningsDetails,,,
0001193125-19-092356,76,H,D,Equity-accounted investee,041103 - Disclosure - Equity-accounted investee - Reconciliation of carrying amount (Details),http://www.cameco.com/role/EquityaccountedInvesteeReconciliationOfCarryingAmountDetails,,,
0001193125-19-092356,77,H,D,Accounts payable and accrued liabilities (Details),041201 - Disclosure - Accounts payable and accrued liabilities (Details),http://www.cameco.com/role/AccountsPayableAndAccruedLiabilitiesDetails,http://www.cameco.com/role/AccountsPayableAndAccruedLiabilitiesTables,47.0,18.0
0001193125-19-092356,78,H,D,Long term debt,041301 - Disclosure - Long term debt - Schedules (Details),http://www.cameco.com/role/LongTermDebtSchedulesDetails,,,
0001193125-19-092356,79,H,D,Long term debt,041302 - Disclosure - Long term debt - Schedules (Narrative) (Details),http://www.cameco.com/role/LongTermDebtSchedulesNarrativeDetails,,,
0001193125-19-092356,80,H,D,Other liabilities (Details),041401 - Disclosure - Other liabilities (Details),http://www.cameco.com/role/OtherLiabilitiesDetails,http://www.cameco.com/role/OtherLiabilitiesTables,49.0,20.0
0001193125-19-092356,81,H,D,Provisions (Details),041501 - Disclosure - Provisions (Details),http://www.cameco.com/role/ProvisionsDetails,http://www.cameco.com/role/ProvisionsTables,50.0,21.0
0001193125-19-092356,82,H,D,Share Capital (Details),041601 - Disclosure - Share Capital (Details),http://www.cameco.com/role/ShareCapitalDetails,,,
0001193125-19-092356,83,H,D,Revenue,041701 - Disclosure - Revenue - Disaggregation (Details),http://www.cameco.com/role/RevenueDisaggregationDetails,,,
0001193125-19-092356,84,H,D,Revenue,041702 - Disclosure - Revenue - Deferred revenue (Details),http://www.cameco.com/role/RevenueDeferredRevenueDetails,,,
0001193125-19-092356,85,H,D,Revenue,041703 - Disclosure - Revenue - Future sales commitments (Details),http://www.cameco.com/role/RevenueFutureSalesCommitmentsDetails,,,
0001193125-19-092356,86,H,D,Revenue,041704 - Disclosure - Revenue - Narrative (Details),http://www.cameco.com/role/RevenueNarrativeDetails,,,
0001193125-19-092356,87,H,D,Employee benefit expense (Details),041801 - Disclosure - Employee benefit expense (Details),http://www.cameco.com/role/EmployeeBenefitExpenseDetails,http://www.cameco.com/role/EmployeeBenefitExpenseTables,53.0,24.0
0001193125-19-092356,88,H,D,Finance cost (Details),041901 - Disclosure - Finance cost (Details),http://www.cameco.com/role/FinanceCostDetails,http://www.cameco.com/role/FinanceCostsTables,54.0,25.0
0001193125-19-092356,89,H,D,Other income (expense) (Details),042001 - Disclosure - Other income (expense) (Details),http://www.cameco.com/role/OtherIncomeexpenseDetails,http://www.cameco.com/role/OtherIncomeexpenseTables,55.0,26.0
0001193125-19-092356,90,H,D,Other income (expense),042002 - Disclosure - Other income (expense) - Narrative (Details),http://www.cameco.com/role/OtherIncomeexpenseNarrativeDetails,http://www.cameco.com/role/OtherIncomeexpenseTables,55.0,26.0
0001193125-19-092356,91,H,D,Income Taxes,042101 - Disclosure - Income Taxes - Significant components of deferred tax assets and liabilities (Details),http://www.cameco.com/role/IncomeTaxesSignificantComponentsOfDeferredTaxAssetsAndLiabilitiesDetails,,,
0001193125-19-092356,92,H,D,Income Taxes,042102 - Disclosure - Income Taxes - Movement in net deferred tax assets and liabilities (Details),http://www.cameco.com/role/IncomeTaxesMovementInNetDeferredTaxAssetsAndLiabilitiesDetails,,,
0001193125-19-092356,93,H,D,Income Taxes,042103 - Disclosure - Income Taxes - Significant components of unrecognized deferred tax assets (Details),http://www.cameco.com/role/IncomeTaxesSignificantComponentsOfUnrecognizedDeferredTaxAssetsDetails,,,
0001193125-19-092356,94,H,D,Income Taxes,042104 - Disclosure - Income Taxes - Tax rate reconciliation (Details),http://www.cameco.com/role/IncomeTaxesTaxRateReconciliationDetails,,,
0001193125-19-092356,95,H,D,Income Taxes,042105 - Disclosure - Income Taxes - Earnings and income taxes by jurisdiction (Details),http://www.cameco.com/role/IncomeTaxesEarningsAndIncomeTaxesByJurisdictionDetails,,,
0001193125-19-092356,96,H,D,Income Taxes,042106 - Disclosure - Income Taxes - Income tax losses carried forward (Details),http://www.cameco.com/role/IncomeTaxesIncomeTaxLossesCarriedForwardDetails,,,
0001193125-19-092356,97,H,D,Income Taxes,042107 - Disclosure - Income Taxes - Narratives (Details),http://www.cameco.com/role/IncomeTaxesNarrativesDetails,,,
0001193125-19-092356,98,H,D,Per share amounts (Details),042201 - Disclosure - Per share amounts (Details),http://www.cameco.com/role/PerShareAmountsDetails,http://www.cameco.com/role/PerShareAmountsTables,57.0,28.0
0001193125-19-092356,99,H,D,Supplemental cash flow information (Details),042301 - Disclosure - Supplemental cash flow information (Details),http://www.cameco.com/role/SupplementalCashFlowInformationDetails,http://www.cameco.com/role/SupplementalCashFlowInformationTables,58.0,29.0
0001193125-19-092356,100,H,D,Supplemental cash flow information,042302 - Disclosure - Supplemental cash flow information - Financing activities (Details),http://www.cameco.com/role/SupplementalCashFlowInformationFinancingActivitiesDetails,,,
0001193125-19-092356,101,H,D,Share-based complesation plans,042401 - Disclosure - Share-based complesation plans - Share options number and weighted average price (Details),http://www.cameco.com/role/SharebasedComplesationPlansShareOptionsNumberAndWeightedAveragePriceDetails,,,
0001193125-19-092356,102,H,D,Share-based compensation plans,042403 - Disclosure - Share-based compensation plans - equity-settled and cash-settled (Details),http://www.cameco.com/role/SharebasedCompensationPlansEquitysettledAndCashsettledDetails,,,
0001193125-19-092356,103,H,D,Share-based compensation plans,042404 - Disclosure - Share-based compensation plans - Inputs used in the measurement (Details),http://www.cameco.com/role/SharebasedCompensationPlansInputsUsedInTheMeasurementDetails,,,
0001193125-19-092356,104,H,D,Share-based compensation plans,042405 - Disclosure - Share-based compensation plans - Narrative (Details),http://www.cameco.com/role/SharebasedCompensationPlansNarrativeDetails,,,
0001193125-19-092356,105,H,D,Pension and other post-retirement benefits,042501 - Disclosure - Pension and other post-retirement benefits - Defined benefit plans (Details),http://www.cameco.com/role/PensionAndOtherPostretirementBenefitsDefinedBenefitPlansDetails,,,
0001193125-19-092356,106,H,D,Pension and other post-retirement benefits,042502 - Disclosure - Pension and other post-retirement benefits - percentages of the total fair value of assets (Details),http://www.cameco.com/role/PensionAndOtherPostretirementBenefitsPercentagesOfTheTotalFairValueOfAssetsDetails,,,
0001193125-19-092356,107,H,D,Pension and other post-retirement benefits,042503 - Disclosure - Pension and other post-retirement benefits - components of net pension and other benefit expense (Details),http://www.cameco.com/role/PensionAndOtherPostretirementBenefitsComponentsOfNetPensionAndOtherBenefitExpenseDetails,,,
0001193125-19-092356,108,H,D,Pension and other post-retirement benefits,042504 - Disclosure - Pension and other post-retirement benefits - Assumptions and 1% change (Details),http://www.cameco.com/role/PensionAndOtherPostretirementBenefitsAssumptionsAnd1ChangeDetails,,,
0001193125-19-092356,109,H,D,Pension and other post-retirement benefits,042505 - Disclosure - Pension and other post-retirement benefits - Narrative (Details),http://www.cameco.com/role/PensionAndOtherPostretirementBenefitsNarrativeDetails,,,
0001193125-19-092356,110,H,D,Financial instruments,042601 - Disclosure - Financial instruments - related risk management (Details),http://www.cameco.com/role/FinancialInstrumentsRelatedRiskManagementDetails,,,
0001193125-19-092356,111,H,D,Financial Instruments,042602 - Disclosure - Financial Instruments - Exposure to credit risk receivables (Details),http://www.cameco.com/role/FinancialInstrumentsExposureToCreditRiskReceivablesDetails,,,
0001193125-19-092356,112,H,D,Financial Instruments,042603 - Disclosure - Financial Instruments - Aging of trade receivables (Details),http://www.cameco.com/role/FinancialInstrumentsAgingOfTradeReceivablesDetails,,,
0001193125-19-092356,113,H,D,Financial instruments,042604 - Disclosure - Financial instruments - Liquidity Risk Tables (Details),http://www.cameco.com/role/FinancialInstrumentsLiquidityRiskTablesDetails,,,
0001193125-19-092356,114,H,D,Financial instruments,042605 - Disclosure - Financial instruments - Measurement of fair values (Details),http://www.cameco.com/role/FinancialInstrumentsMeasurementOfFairValuesDetails,,,
0001193125-19-092356,115,H,D,Financial instruments,042606 - Disclosure - Financial instruments - Measurement of fair values hierarchy levels (Details),http://www.cameco.com/role/FinancialInstrumentsMeasurementOfFairValuesHierarchyLevelsDetails,,,
0001193125-19-092356,116,H,D,Financial instruments,042607 - Disclosure - Financial instruments - Derivatives (Details),http://www.cameco.com/role/FinancialInstrumentsDerivativesDetails,,,
0001193125-19-092356,117,H,D,Financial instruments,042608 - Disclosure - Financial instruments - Narrative (Details),http://www.cameco.com/role/FinancialInstrumentsNarrativeDetails,,,
0001193125-19-092356,118,H,D,Capital management (Details),042701 - Disclosure - Capital management (Details),http://www.cameco.com/role/CapitalManagementDetails,http://www.cameco.com/role/CapitalManagementTables,62.0,33.0
0001193125-19-092356,119,H,D,Segmented information,042801 - Disclosure - Segmented information - Narrative (Details),http://www.cameco.com/role/SegmentedInformationNarrativeDetails,,,
0001193125-19-092356,120,H,D,Segmented information,042802 - Disclosure - Segmented information - Business segments (Details),http://www.cameco.com/role/SegmentedInformationBusinessSegmentsDetails,,,
0001193125-19-092356,121,H,D,Segmented information,042803 - Disclosure - Segmented information - Geographical segment (Details),http://www.cameco.com/role/SegmentedInformationGeographicalSegmentDetails,,,
0001193125-19-092356,122,H,D,Segmented information,042804 - Disclosure - Segmented information - Major customers (Details),http://www.cameco.com/role/SegmentedInformationMajorCustomersDetails,,,
0001193125-19-092356,123,H,D,Group entities (Details),042901 - Disclosure - Group entities (Details),http://www.cameco.com/role/GroupEntitiesDetails,http://www.cameco.com/role/GroupEntitiesTables,64.0,35.0
0001193125-19-092356,124,H,D,Joint operations (Details),043001 - Disclosure - Joint operations (Details),http://www.cameco.com/role/JointOperationsDetails,http://www.cameco.com/role/JointOperationsTables,65.0,36.0
0001193125-19-092356,125,H,D,Related parties (Details),043101 - Disclosure - Related parties (Details),http://www.cameco.com/role/RelatedPartiesDetails,http://www.cameco.com/role/RelatedPartiesTables,66.0,37.0
